fips,registration_2020,registration_2016
39131,18124,18243
39133,108884,107183
39135,28654,27815
39137,23859,23507
39139,82754,81942
39141,46037,44003
39143,40470,39691
39145,46120,46386
39147,34413,34399
39149,32843,33984
39151,252972,249902
39153,379673,360766
39155,136895,140077
39157,59638,58365
39159,41432,36206
39161,20291,19668
39163,8627,8349
39165,167606,152192
39167,42774,42319
39169,74470,74772
39171,25515,24736
39173,93149,93751
39175,15491,15586
40001,11003,11668
40003,2936,3033
40005,7655,7623
40007,3021,3193
40009,11733,11449
40011,5390,5464
40013,24576,25154
40015,14138,14067
40017,88826,75385
40019,31087,30490
40021,26079,24638
40023,8878,8886
40025,1546,1666
40027,170790,158967
40029,3834,3904
40031,59639,55948
40033,3764,3788
40035,8285,8224
40037,41928,40005
40039,16286,16575
40041,24502,23314
40043,3069,2974
40045,2547,2580
40047,32075,30937
40049,16056,15635
40051,33897,32107
40053,2917,2949
40055,2891,2915
40057,1462,1505
40059,1940,2050
40061,7050,7203
40063,7017,6809
40065,12507,11997
40067,3514,3620
40069,6177,6162
40071,25148,25166
40073,8580,8336
40075,4980,4964
40077,6150,6507
40079,28418,28013
40081,20316,19548
40083,29691,27684
40085,6482,6050
40087,25957,23454
40089,16497,16078
40091,12139,12263
40093,4408,4442
40095,8886,8095
40097,22988,22161
40099,8065,7847
40101,38092,39022
40103,6600,6577
40105,6133,6270
40107,5987,6016
40109,441803,416451
40111,20681,21057
40113,28294,27181
40115,17983,16643
40117,9516,9300
40119,42986,41967
40121,26920,27271
40123,22084,21650
40125,40853,38541
40127,6972,7028
40129,2388,2384
40131,59458,57076
40133,12276,12258
40135,23063,22196
40137,27391,26504
40139,8931,9520
40141,4194,4340
40143,374821,357080
40145,47007,42358
40147,34212,32280
40149,6722,6631
40151,4887,5043
40153,11139,11314
41001,12523,11164
41003,60539,58361
41005,308110,268787
41007,29955,24946
41009,40186,34244
41011,47679,40326
41013,19218,15224
41015,18662,15865
41017,150675,122210
41019,83546,71460
41021,1393,1275
41023,5510,5138
41025,5483,4768
41027,15714,13553
41029,161162,140543
41031,16076,12607
41033,68830,60404
41035,49026,39802
41037,5416,4746
41039,274054,242617
41041,38426,32103
41043,93958,76279
41045,16729,14165
41047,214255,182085
41049,6753,5540
41051,571383,504955
41053,60724,51861
41055,1431,1241
41057,20706,17420
41059,46301,38868
41061,19051,16650
41063,5932,5211
41065,18169,15613
41067,382332,340657
41069,1097,986
41071,73584,62132
42001,72388,66718
42003,942256,924631
42005,44826,42552
42007,116951,113598
42009,34239,34460
42011,272244,259800
42013,80495,77834
42015,38862,37649
42017,488018,460832
42019,143222,129728
42021,88246,86848
42023,3112,3232
42025,46981,42228
42027,112098,123341
42029,380357,354459
42031,24390,24090
42033,49699,53226
42035,22387,22303
42037,39888,40868
42039,56588,53386
42041,187257,166965
42043,197820,190301
42045,425406,412854
42047,20590,20244
42049,202689,190222
42051,82373,83852
42053,3508,3330
42055,100974,93018
42057,9836,9187
42059,22813,22590
42061,28426,29781
42063,51797,51853
42065,32040,29926
42067,14490,13840
42069,149389,148104
42071,354296,335791
42073,57467,57049
42075,92641,86878
42077,249387,236081
42079,220888,205332
42081,73766,69764
42083,25849,24911
42085,74934,77265
42087,27361,25933
42089,118300,109247
42091,609195,577418
42093,14017,13098
42095,227433,211402
42097,57619,56496
42099,30034,28727
42101,1129283,1102560
42103,44669,40087
42105,11310,11005
42107,90422,87989
42109,23708,22264
42111,49285,49693
42113,4329,4404
42115,27212,26373
42117,26918,26592
42119,26259,24669
42121,33296,32655
42123,31431,30146
42125,154007,138835
42127,35705,33683
42129,253836,246020
42131,18342,16865
42133,311108,295895
44001,40048,38677
44003,129888,124951
44005,64692,61305
44007,459392,445148
44009,106358,100794
45001,16575,15351
45003,122919,110956
45005,5881,6035
45007,130040,118564
45009,9606,9688
45011,14235,13797
45013,138735,111976
45015,144862,117906
45017,11016,10794
45019,311565,277036
45021,35218,32085
45023,21709,20979
45025,27447,26195
45027,24011,23771
45029,26540,25270
45031,45109,44307
45033,19677,20037
45035,113262,99789
45037,18320,16728
45039,16222,15885
45041,91575,87689
45043,47196,42782
45045,350535,312676
45047,43318,41698
45049,13190,12991
45051,254569,204929
45053,21865,17883
45055,44370,41676
45057,67514,54859
45059,42249,39516
45061,12016,12205
45063,200416,176239
45065,7641,7093
45067,21828,22314
45069,18401,18477
45071,24832,23531
45073,55810,50114
45075,58785,58756
45077,78015,68808
45079,278632,252739
45081,12078,11817
45083,204789,177635
45085,73261,68619
45087,17512,17573
45089,22213,22646
45091,197666,167053
46003,1907,1978
46005,10401,11101
46007,2027,2091
46009,4208,4199
46011,20860,20840
46013,26475,25808
46015,3456,3578
46017,1020,994
46019,7621,7218
46021,1202,1251
46023,5832,5928
46025,2637,2730
46027,8744,8905
46029,18688,18322
46031,2582,2578
46033,7961,6908
46035,13062,12655
46037,4108,4343
46039,3150,3091
46041,3647,3484
46043,2175,2261
46045,2824,2999
46047,6105,5750
46049,1597,1640
46051,5085,5352
46053,2997,2977
46055,1456,1428
46057,4098,4068
46059,2452,2605
46061,4023,3883
46063,1043,1020
46065,12297,12032
46067,5159,5125
46069,979,1044
46071,1990,1963
46073,1310,1360
46075,732,746
46077,3829,3676
46079,9929,10677
46081,20539,19012
46083,45074,37148
46085,2309,2426
46087,3919,3874
46089,1932,1929
46091,3045,3045
46093,19360,18239
46095,1204,1254
46097,1651,1662
46099,142525,127308
46101,4533,4491
46103,89401,77900
46105,2288,2352
46107,1887,1920
46109,6667,7045
46111,1641,1661
46115,4340,4511
46117,2285,2164
46119,1177,1128
46121,5479,5458
46123,4027,4044
46125,5997,5959
46127,13848,12546
46129,4096,4076
46135,15815,15006
46137,1769,1712
47001,50804,47195
47003,27370,24887
47005,10711,10755
47007,8530,8285
47009,92362,79595
47011,74169,65892
47013,25216,24333
47015,9145,8805
47017,17194,18056
47019,36502,33589
47021,27647,24432
47023,10959,10792
47025,19978,19792
47027,5561,5702
47029,23458,22791
47031,35168,32656
47033,8456,8490
47035,45352,40339
47037,481317,405956
47039,7395,7352
47041,12643,11686
47043,36675,30720
47045,22663,21998
47047,30715,28063
47049,12726,12259
47051,27094,25583
47053,31253,30499
47055,19360,18945
47057,14762,14986
47059,41300,41747
47061,8460,7695
47063,37596,35185
47065,253206,247712
47067,4487,4966
47069,14884,14781
47071,16597,16213
47073,34746,32571
47075,10915,11154
47077,17263,17429
47079,20920,20350
47081,15099,14254
47083,5354,5268
47085,13093,12890
47087,8223,8782
47089,33073,30968
47091,10949,11242
47093,307806,305106
47095,3401,3785
47097,13562,13758
47099,25762,24585
47101,8395,7710
47103,21903,20817
47105,38969,34079
47107,31575,31310
47109,15803,16133
47111,14148,12677
47113,63466,62935
47115,19111,17807
47117,20690,18461
47119,65704,55500
47121,7970,7466
47123,32384,29153
47125,131192,111231
47127,5318,4813
47129,11638,12336
47131,19340,19112
47133,14639,14265
47135,5589,5403
47137,4057,4022
47139,13978,12820
47141,48263,42874
47143,20904,20025
47145,35299,34557
47147,46902,41579
47149,195764,167336
47151,14486,13920
47153,11266,9706
47155,70308,62214
47157,598840,567545
47159,12654,12006
47161,9391,8670
47163,107097,96771
47165,125490,109504
47167,39900,40533
47169,5868,5375
47171,11351,11120
47173,12294,11810
47175,4544,4506
47177,22834,21953
47179,85330,79139
47181,9692,10465
47183,19322,18753
47185,16762,16144
47187,179143,150089
47189,95359,80800
48001,29274,28111
48003,10272,9130
48005,53166,51610
48007,18306,17263
48009,6538,6314
48011,1498,1391
48013,29409,26488
48015,20293,19263
48017,3539,3714
48019,17098,15524
48021,52096,45137
48023,2408,2433
48025,16033,15709
48027,215974,186533
48029,1189373,1045357
48031,9344,8033
48033,499,463
48035,12724,12002
48037,61407,59083
48039,224256,196507
48041,122137,106804
48043,7524,7369
48045,1025,1096
48047,5521,6428
48049,23954,23424
48051,12440,11637
48053,33697,29587
48055,25945,22560
48057,13080,12863
48059,9773,9192
48061,218910,197726
48063,7904,7582
48065,4345,4317
48067,20889,20040
48069,3853,3959
48071,30709,26930
48073,29166,27788
48075,3658,3564
48077,7959,7656
48079,1771,1777
48081,2414,2192
48083,5960,5942
48085,648670,537358
48087,1942,1901
48089,14378,13871
48091,115876,92403
48093,9562,8911
48095,1757,1662
48097,27268,25086
48099,41450,37644
48101,1041,1072
48103,2663,2679
48105,2473,2553
48107,3629,3604
48109,1709,1762
48111,3046,3151
48113,1398469,1287082
48115,7104,7343
48117,8900,8669
48119,3949,3845
48121,565089,464790
48123,12094,11856
48125,1328,1330
48127,7341,7440
48129,2322,2312
48131,8346,8357
48133,12230,11683
48135,80872,73142
48137,1499,1514
48139,120188,102235
48141,488470,428319
48143,23935,21537
48145,10361,10135
48147,22199,20565
48149,17398,16279
48151,2646,2769
48153,3850,4068
48155,884,948
48157,482368,404035
48159,7061,6798
48161,12481,11987
48163,8984,9130
48165,9701,8616
48167,228482,208232
48169,2681,2721
48171,20404,18968
48173,800,769
48175,5766,5580
48177,12629,12272
48179,12406,12725
48181,86740,78686
48183,72867,69403
48185,17877,15713
48187,111142,93543
48189,18997,19473
48191,1926,2021
48193,5832,5467
48195,3009,3065
48197,2486,2536
48199,39952,38154
48201,2480522,2234671
48203,45933,44622
48205,2909,2975
48207,3377,3394
48209,152840,121326
48211,2355,2368
48213,54663,50692
48215,391309,338562
48217,23625,22825
48219,13781,13723
48221,44831,38284
48223,23954,22495
48225,13444,13157
48227,17526,17041
48229,2085,1840
48231,59367,52384
48233,13533,13620
48235,1298,1338
48237,5254,5080
48239,9482,9095
48241,23374,23642
48243,1670,1655
48245,149372,149233
48247,3800,3942
48249,26636,26508
48251,105574,91725
48253,9635,10101
48255,8359,7934
48257,81901,67544
48259,33836,29077
48261,296,318
48263,592,615
48265,37726,34644
48267,3113,2916
48269,183,202
48271,2270,2243
48273,18749,17998
48275,2391,2445
48277,32390,31011
48279,8085,8305
48281,15424,13786
48283,4426,4173
48285,13661,13253
48287,11145,10298
48289,11727,11159
48291,46155,43685
48293,13963,13667
48295,1977,2048
48297,7572,7255
48299,16688,15160
48301,111,110
48303,183320,166489
48305,4028,3893
48307,5361,5284
48309,149461,136088
48311,706,709
48313,7822,7193
48315,7596,7258
48317,3467,3130
48319,3168,2966
48321,22026,21578
48323,33050,30689
48325,33763,30318
48327,1469,1488
48329,90392,79919
48331,15838,14794
48333,3429,3441
48335,4524,4495
48337,14001,13320
48339,370060,311880
48341,9995,9667
48343,8583,8561
48345,859,857
48347,38786,34769
48349,29959,27786
48351,9400,9581
48353,8871,8748
48355,211652,199467
48357,5192,5295
48359,1425,1413
48361,54442,53040
48363,18946,17495
48365,16808,16348
48367,103999,85221
48369,4537,4463
48371,8323,8170
48373,40520,38530
48375,57736,54999
48377,4789,4806
48379,8320,7220
48381,93313,85106
48383,1879,1893
48385,2702,2522
48387,8489,8243
48389,7558,7103
48391,5007,5085
48393,680,716
48395,11844,11505
48397,71102,57428
48399,7025,6679
48401,32388,31331
48403,8050,7710
48405,6108,6181
48407,18969,17574
48409,43248,41354
48411,3776,3776
48413,1709,1823
48415,9489,9486
48417,2320,2328
48419,15570,15179
48421,1520,1518
48423,146149,135216
48425,6712,6018
48427,34050,32064
48429,5672,5726
48431,939,935
48433,953,998
48435,2449,2536
48437,3941,4065
48439,1212524,1077598
48441,83696,78621
48443,673,700
48445,6589,6998
48447,1216,1229
48449,17666,16605
48451,70086,64471
48453,854577,725035
48455,11541,11580
48457,14556,13559
48459,28619,27915
48461,2207,2245
48463,17420,16843
48465,28927,27690
48467,38965,36123
48469,56612,54466
48471,35038,32523
48473,35116,31132
48475,6880,6476
48477,23947,22951
48479,137840,123291
48481,25697,25206
48483,3514,3527
48485,83575,78618
48487,8196,8071
48489,12804,12306
48491,376672,299958
48493,35036,31245
48495,4013,3817
48497,45643,39092
48499,32382,29127
48501,4407,4170
48503,11769,11762
48505,8257,7645
48507,8066,8615
49001,3499,3528
49003,30465,29911
49005,66526,65302
49007,10495,11356
49009,692,822
49011,196281,181749
49013,10075,9061
49015,5636,7138
49017,3146,3064
49019,5890,6162
49021,28625,26303
49023,6991,5843
49025,4708,4508
49027,6921,6668
49029,7510,6585
49031,1004,1020
49033,1488,1339
49035,621403,564686
49037,8165,8431
49039,14272,13016
49041,11644,11424
49043,29265,25505
49045,37018,32021
49047,17472,18604
49049,333775,300289
49051,20494,16462
49053,101770,88584
49055,1750,1676
49057,129877,125440
50001,28592,26525
50003,28547,25724
50005,22226,21456
50007,134830,128407
50009,4849,4512
50011,37668,33693
50013,6138,5686
50015,20466,18760
50017,22699,20771
50019,21156,19052
50021,45818,43441
50023,47073,44470
50025,36013,33153
50027,50237,45969
51001,24624,24510
51003,81681,77204
51005,10961,10619
51007,9835,9213
51009,22245,21109
51011,11704,10689
51013,178429,169159
51015,52752,48199
51017,3307,3321
51019,60667,56369
51021,4569,4657
51023,25677,24277
51025,10944,11091
51027,15268,15986
51029,10752,10287
51031,39877,38099
51033,21744,19597
51035,20701,19392
51036,5651,5563
51037,8393,8355
51041,259263,237592
51043,11688,10761
51045,3971,3911
51047,35121,31273
51049,7198,6921
51051,10277,10805
51053,20182,19132
51057,8106,7607
51059,787188,747311
51061,54373,49248
51063,11544,10912
51065,19840,17882
51067,38483,36658
51069,64274,56290
51071,11984,11400
51073,28978,26817
51075,19961,17265
51077,10766,10695
51079,14395,13133
51081,6407,6706
51083,24588,24275
51085,84139,77384
51087,236944,222071
51089,36083,35637
51091,1851,1797
51093,29968,27747
51095,61521,56509
51097,5255,4938
51099,18567,16331
51101,13233,11745
51103,8936,8641
51105,15441,15846
51107,282263,239497
51109,27290,23560
51111,8063,7940
51113,9962,9156
51115,7191,7106
51117,22334,22187
51119,8457,7898
51121,62922,61719
51125,11646,11236
51127,17467,14964
51131,9479,9236
51133,9929,9595
51135,9464,9482
51137,26753,24025
51139,16648,15856
51141,12667,12373
51143,44812,43515
51145,23159,20943
51147,13389,13673
51149,24268,23220
51153,306786,273781
51155,23147,22063
51157,6078,5817
51159,5506,5093
51161,72199,69015
51163,15706,14603
51165,54715,49621
51167,18975,18829
51169,15741,15879
51171,30997,28348
51173,19781,19654
51175,12855,12547
51177,99198,88673
51179,105712,90522
51181,5597,5515
51183,7027,7151
51185,28368,28378
51187,28726,25377
51191,38392,37011
51193,13423,12125
51195,24124,24014
51197,20309,19176
51199,49034,45791
51510,112736,106030
51520,11714,11760
51530,4263,4164
51540,34964,35727
51550,171494,160258
51570,12755,12466
51580,3753,3723
51590,28397,28451
51595,3873,3889
51600,17373,15995
51610,11126,10248
51620,5722,5848
51630,18549,17351
51640,3879,3787
51650,99384,96020
51660,26078,28577
51670,15218,14626
51678,4222,4330
51680,55671,57049
51683,23490,23182
51685,8768,7674
51690,8879,8992
51700,123227,122324
51710,136642,126647
51720,2473,2430
51730,22947,22550
51735,9477,8991
51740,66367,65465
51750,9713,9176
51760,159074,148714
51770,64437,63416
51775,17667,17085
51790,17591,16386
51800,67517,61031
51810,322936,309470
51820,14652,13162
51830,10265,11966
51840,17594,15943
53001,7772,6689
53003,14833,14118
53005,126264,107775
53007,50620,43477
53009,57691,50987
53011,325355,272832
53013,2834,2719
53015,72696,63430
53017,25603,21070
53019,5194,4675
53021,41945,34087
53023,1687,1553
53025,47822,39319
53027,48911,40531
53029,63212,55089
53031,27700,24557
53033,1429453,1281882
53035,190644,166501
53037,30391,24521
53039,16045,13974
53041,54243,46094
53043,8049,7090
53045,44161,37824
53047,25821,22456
53049,16688,14097
53051,10329,8918
53053,567803,490666
53055,14642,12798
53057,85682,73990
53059,8972,7451
53061,518878,456502
53063,363137,306261
53065,33990,30047
53067,201865,175078
53069,3480,3008
53071,37239,33538
53073,158780,138962
53075,24748,21629
53077,127692,114075
54001,9875,9984
54003,83462,77563
54005,15279,14908
54007,8517,9067
54009,19164,19079
54011,59695,59010
54013,4768,5939
54015,5677,5891
54017,4603,4811
54019,28882,27196
54021,4648,4661
54023,7653,7937
54025,23779,26831
54027,14039,15578
54029,23998,25010
54031,8937,9324
54033,46276,45067
54035,20010,22173
54037,43118,38245
54039,127218,141639
54041,10550,10278
54043,12723,13295
54045,25516,27523
54047,15512,17511
54049,41254,40293
54051,21417,21078
54053,18626,18225
54055,42968,41266
54057,18541,19297
54059,20126,20452
54061,74545,67438
54063,9364,10818
54065,14303,13088
54067,16456,17838
54069,30994,30114
54071,5229,5316
54073,5429,5205
54075,5648,5644
54077,20207,18772
54079,40344,39015
54081,54427,54884
54083,19276,17817
54085,6256,7465
54087,9058,10349
54089,9314,9817
54091,11072,11208
54093,5774,5626
54095,6643,6628
54097,14411,14386
54099,27830,27872
54101,5417,5917
54103,10221,11968
54105,4402,4351
54107,57312,56415
54109,17697,17805
55001,13655,12758
55003,10355,10191
55005,29329,27927
55007,12261,11869
55009,166241,158213
55011,8843,8352
55013,11491,10771
55015,34253,31383
55017,40937,38421
55019,16669,16569
55021,38400,35739
55023,9994,9801
55025,398680,390668
55027,54724,52935
55029,22475,21030
55031,28889,28359
55033,27275,28218
55035,68259,67435
55037,3300,3186
55039,64257,62235
55041,6024,5984
55043,29352,31047
55045,24003,22916
55047,12192,11650
55049,15807,14940
55051,4565,4442
55053,11898,11790
55055,54391,52667
55057,15675,14565
55059,103711,97847
55061,13571,13154
55063,80020,81966
55065,9544,9554
55067,12893,12576
55069,18604,18172
55071,50831,49586
55073,87793,83260
55075,26899,26304
55077,10269,9606
55078,2055,2026
55079,571976,591586
55081,25759,23687
55083,26183,24319
55085,26874,25904
55087,122955,113915
55089,67922,65523
55091,4676,4603
55093,26774,26487
55095,29878,27758
55097,46455,48113
55099,9535,9291
55101,123693,119606
55103,10412,10403
55105,100597,95425
55107,8503,8303
55109,64402,58493
55111,41327,39177
55113,12204,11577
55115,25802,24533
55117,74660,72964
55119,12106,11681
55121,17651,17033
55123,17581,17206
55125,17446,16087
55127,65835,63934
55129,11676,11528
55131,97202,91408
55133,296544,283219
55135,33180,31474
55137,15417,14619
55139,108519,106449
55141,47065,45487
56001,21049,18933
56003,6265,6109
56005,21099,20225
56007,7480,7175
56009,7565,7285
56011,4485,4268
56013,20047,17949
56015,6741,6467
56017,2852,2790
56019,5323,4901
56021,49238,42961
56023,11411,9967
56025,38184,36780
56027,1469,1489
56029,18053,15555
56031,5325,5075
56033,17737,14916
56035,5340,4932
56037,18738,18454
56039,16419,14020
56041,10112,9578
56043,4311,4299
56045,3806,3914